OTU ID	FC4	FC8	FC2	FT4	FT3	FT7	FT2	FC5	FT5	FT1	FC7	FC6	FC3	FT6	FC1
denovo343	0.0	0.0	0.0	0.0	0.0	0.0	0.000870863398855	0.0	0.000331757485278	0.0	0.0	0.0	0.0	0.0	0.0
denovo342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000207348428299	0.0	0.0	0.0
denovo345	0.0	0.0	0.0	0.0	0.0	0.0	0.000331757485278	0.0	0.0	0.0	0.0	0.000124409056979	0.0	0.0	0.0
denovo344	0.000207348428299	0.0	4.14696856598e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14696856598e-05	0.000456166542258	0.0	4.14696856598e-05
denovo347	0.000539105913577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo346	0.0	0.0	0.0	0.000331757485278	0.0	0.0	0.000248818113959	0.0	0.0	0.000165878742639	0.0	0.0	0.0	4.14696856598e-05	0.0
denovo349	0.000539105913577	0.0	8.29393713196e-05	0.000124409056979	0.0	0.0	4.14696856598e-05	0.0	0.0	0.0	0.0	0.000124409056979	0.0	0.0	0.0
denovo348	0.000539105913577	0.0	8.29393713196e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14696856598e-05	0.0	0.0
denovo165	0.0	0.000248818113959	0.0	0.0	0.000331757485278	0.0	0.00244671145393	0.0	0.00140996931243	0.0	0.0	0.00103674214149	0.0	0.0	0.0
denovo164	0.00244671145393	0.0	0.0	4.14696856598e-05	0.000165878742639	0.0	0.000456166542258	0.0	0.0	0.0	0.0	0.0	0.0	0.00136849962677	0.0
denovo167	0.0	0.000622045284897	0.000912333084515	8.29393713196e-05	4.14696856598e-05	0.0	8.29393713196e-05	0.00149290868375	0.000207348428299	0.0	0.000207348428299	0.00128556025545	4.14696856598e-05	0.0	0.000248818113959
